"year","round","from_country","to_country","total_points","tele_points","jury_points"
2011,"final","fi","de","",NA,NA
2011,"final","fi","is","",NA,NA
2011,"final","fi","es","",NA,NA
2011,"final","fi","ch","",NA,NA
2011,"final","fi","md","",NA,NA
2011,"final","fi","gr","",NA,NA
2011,"final","fi","lt","",NA,NA
2011,"final","fi","lt","",NA,NA
2011,"final","fr","si","",NA,NA
2011,"final","fr","se","",NA,NA
2011,"final","fr","rs","",NA,NA
2011,"final","fr","hu","",NA,NA
2011,"final","fr","is","",NA,NA
2011,"final","fr","es","",NA,NA
2011,"final","fr","ba","",NA,NA
2011,"final","fr","at","",NA,NA
2011,"final","fr","ua","",NA,NA
2011,"final","fr","ch","",NA,NA
2011,"final","fr","ro","",NA,NA
2011,"final","fr","gb","",NA,NA
2011,"final","fr","ru","",NA,NA
2011,"final","fr","gr","",NA,NA
2011,"final","fr","dk","",NA,NA
2011,"final","fr","dk","",NA,NA
2011,"final","fr","az","",NA,NA
2011,"final","fr","it","",NA,NA
2011,"final","fr","de","",NA,NA
2011,"final","fr","lt","",NA,NA
2011,"final","fr","ee","",NA,NA
2011,"final","fr","ie","",NA,NA
2011,"final","fr","md","",NA,NA
2011,"final","fr","ge","",NA,NA
2011,"final","fr","fi","",NA,NA
2011,"final","ge","az","",NA,NA
2011,"final","ge","ch","",NA,NA
2011,"final","ge","ba","",NA,NA
2011,"final","ge","rs","",NA,NA
2011,"final","ge","dk","",NA,NA
2011,"final","ge","ua","",NA,NA
2011,"final","ge","is","",NA,NA
2011,"final","ge","ie","",NA,NA
2011,"final","ge","ee","",NA,NA
2011,"final","ge","md","",NA,NA
2011,"final","ge","gr","",NA,NA
2011,"final","ge","si","",NA,NA
2011,"final","ge","fr","",NA,NA
2011,"final","ge","es","",NA,NA
2011,"final","ge","es","",NA,NA
2011,"final","ge","at","",NA,NA
2011,"final","ge","ro","",NA,NA
2011,"final","ge","de","",NA,NA
2011,"final","ge","lt","",NA,NA
2011,"final","ge","gb","",NA,NA
2011,"final","ge","fi","",NA,NA
2011,"final","ge","se","",NA,NA
2011,"final","ge","it","",NA,NA
2011,"final","ge","ru","",NA,NA
2011,"final","ge","hu","",NA,NA
2011,"final","de","lt","",NA,NA
2011,"final","de","it","",NA,NA
2011,"final","de","ro","",NA,NA
2011,"final","de","md","",NA,NA
2011,"final","de","fr","",NA,NA
2011,"final","de","se","",NA,NA
2011,"final","de","ba","",NA,NA
2011,"final","de","si","",NA,NA
2011,"final","de","hu","",NA,NA
2011,"final","de","gr","",NA,NA
2011,"final","de","az","",NA,NA
2011,"final","de","fi","",NA,NA
2011,"final","de","ie","",NA,NA
2011,"final","de","dk","",NA,NA
2011,"final","de","is","",NA,NA
2011,"final","de","ch","",NA,NA
2011,"final","de","ge","",NA,NA
2011,"final","de","ru","",NA,NA
2011,"final","de","ru","",NA,NA
2011,"final","de","ee","",NA,NA
2011,"final","de","at","",NA,NA
2011,"final","de","es","",NA,NA
2011,"final","de","rs","",NA,NA
2011,"final","de","gb","",NA,NA
2011,"final","de","ua","",NA,NA
2011,"final","gr","fi","",NA,NA
2011,"final","gr","se","",NA,NA
2011,"final","gr","hu","",NA,NA
2011,"final","gr","ie","",NA,NA
2011,"final","gr","at","",NA,NA
2011,"final","gr","gb","",NA,NA
2011,"final","gr","es","",NA,NA
2011,"final","gr","ge","",NA,NA
2011,"final","gr","rs","",NA,NA
2011,"final","gr","ch","",NA,NA
2011,"final","gr","md","",NA,NA
2011,"final","gr","ee","",NA,NA
2011,"final","gr","is","",NA,NA
2011,"final","gr","is","",NA,NA
2011,"final","gr","dk","",NA,NA
2011,"final","gr","lt","",NA,NA
2011,"final","gr","ro","",NA,NA
2011,"final","gr","it","",NA,NA
2011,"final","gr","ru","",NA,NA
2011,"final","gr","de","",NA,NA
2011,"final","gr","az","",NA,NA
2011,"final","gr","fr","",NA,NA
2011,"final","gr","si","",NA,NA
2011,"final","gr","ua","",NA,NA
2011,"final","gr","ba","",NA,NA
2011,"final","hu","ie","",NA,NA
2011,"final","hu","ch","",NA,NA
2011,"final","hu","ch","",NA,NA
2011,"final","hu","si","",NA,NA
2011,"final","hu","ba","",NA,NA
2011,"final","hu","az","",NA,NA
2011,"final","hu","lt","",NA,NA
2011,"final","hu","it","",NA,NA
2011,"final","hu","es","",NA,NA
2011,"final","hu","ru","",NA,NA
2011,"final","hu","ua","",NA,NA
2011,"final","hu","at","",NA,NA
2011,"final","hu","dk","",NA,NA
2011,"final","hu","ge","",NA,NA
2011,"final","hu","gb","",NA,NA
2011,"final","hu","is","",NA,NA
2011,"final","hu","de","",NA,NA
2011,"final","hu","fi","",NA,NA
2011,"final","hu","se","",NA,NA
2011,"final","hu","rs","",NA,NA
2011,"final","hu","ro","",NA,NA
2011,"final","hu","md","",NA,NA
2011,"final","hu","gr","",NA,NA
2011,"final","hu","fr","",NA,NA
2011,"final","hu","ee","",NA,NA
2011,"final","is","fi","",NA,NA
2011,"final","is","ee","",NA,NA
2011,"final","is","ba","",NA,NA
2011,"final","is","at","",NA,NA
2011,"final","is","es","",NA,NA
2011,"final","is","ro","",NA,NA
2011,"final","is","ie","",NA,NA
2011,"final","is","ie","",NA,NA
2011,"final","is","ge","",NA,NA
2011,"final","is","gr","",NA,NA
2011,"final","is","ru","",NA,NA
2011,"final","is","hu","",NA,NA
2011,"final","is","fr","",NA,NA
2011,"final","is","dk","",NA,NA
2011,"final","is","lt","",NA,NA
2011,"final","is","gb","",NA,NA
2011,"final","is","it","",NA,NA
2011,"final","is","ch","",NA,NA
2011,"final","is","md","",NA,NA
2011,"final","is","ua","",NA,NA
2011,"final","is","si","",NA,NA
2011,"final","is","rs","",NA,NA
2011,"final","is","de","",NA,NA
2011,"final","is","az","",NA,NA
2011,"final","is","se","",NA,NA
2011,"final","ie","se","",NA,NA
2011,"final","ie","ua","",NA,NA
2011,"final","ie","at","",NA,NA
2011,"final","ie","fr","",NA,NA
2011,"final","ie","dk","",NA,NA
2011,"final","ie","dk","",NA,NA
2011,"final","ie","ch","",NA,NA
2011,"final","ie","ee","",NA,NA
2011,"final","ie","ba","",NA,NA
2011,"final","ie","lt","",NA,NA
2011,"final","ie","gb","",NA,NA
2011,"final","ie","si","",NA,NA
2011,"final","ie","gr","",NA,NA
2011,"final","ie","md","",NA,NA
2011,"final","ie","rs","",NA,NA
2011,"final","ie","ro","",NA,NA
2011,"final","ie","ge","",NA,NA
2011,"final","ie","de","",NA,NA
2011,"final","ie","az","",NA,NA
2011,"final","ie","is","",NA,NA
2011,"final","ie","hu","",NA,NA
2011,"final","ie","it","",NA,NA
2011,"final","ie","fi","",NA,NA
2011,"final","ie","ru","",NA,NA
2011,"final","ie","es","",NA,NA
2011,"final","il","ro","",NA,NA
2011,"final","il","ge","",NA,NA
2011,"final","il","az","",NA,NA
2011,"final","il","ch","",NA,NA
2011,"final","il","gr","",NA,NA
2011,"final","il","ua","",NA,NA
2011,"final","il","fr","",NA,NA
2011,"final","il","is","",NA,NA
2011,"final","il","hu","",NA,NA
2011,"final","il","dk","",NA,NA
2011,"final","il","it","",NA,NA
2011,"final","il","gb","",NA,NA
2011,"final","il","ru","",NA,NA
2011,"final","il","at","",NA,NA
2011,"final","il","ba","",NA,NA
2011,"final","il","md","",NA,NA
2011,"final","il","de","",NA,NA
2011,"final","il","ie","",NA,NA
2011,"final","il","lt","",NA,NA
2011,"final","il","ee","",NA,NA
2011,"final","il","si","",NA,NA
2011,"final","il","fi","",NA,NA
2011,"final","il","rs","",NA,NA
2011,"final","il","es","",NA,NA
2011,"final","il","se","",NA,NA
2011,"final","it","ba","",NA,NA
2011,"final","it","hu","",NA,NA
2011,"final","it","es","",NA,NA
2011,"final","it","ch","",NA,NA
2011,"final","it","dk","",NA,NA
2011,"final","it","gr","",NA,NA
2011,"final","it","de","",NA,NA
2011,"final","it","az","",NA,NA
2011,"final","it","is","",NA,NA
2011,"final","it","rs","",NA,NA
2011,"final","it","si","",NA,NA
2011,"final","it","ge","",NA,NA
2011,"final","it","at","",NA,NA
2011,"final","it","lt","",NA,NA
2011,"final","it","fi","",NA,NA
2011,"final","it","md","",NA,NA
2011,"final","it","ee","",NA,NA
2011,"final","it","ro","",NA,NA
2011,"final","it","ro","",NA,NA
2011,"final","it","se","",NA,NA
2011,"final","it","ie","",NA,NA
2011,"final","it","ru","",NA,NA
2011,"final","it","fr","",NA,NA
2011,"final","it","gb","",NA,NA
2011,"final","it","ua","",NA,NA
2011,"final","lv","ru","",NA,NA
2011,"final","lv","fr","",NA,NA
2011,"final","lv","lt","",NA,NA
2011,"final","lv","at","",NA,NA
2011,"final","lv","ge","",NA,NA
2011,"final","lv","md","",NA,NA
2011,"final","lv","hu","",NA,NA
2011,"final","lv","ie","",NA,NA
2011,"final","lv","it","",NA,NA
2011,"final","lv","az","",NA,NA
2011,"final","lv","fi","",NA,NA
2011,"final","lv","gr","",NA,NA
2011,"final","lv","ba","",NA,NA
2011,"final","lv","ee","",NA,NA
2011,"final","lv","ch","",NA,NA
2011,"final","lv","is","",NA,NA
2011,"final","lv","si","",NA,NA
2011,"final","lv","ro","",NA,NA
2011,"final","lv","ua","",NA,NA
2011,"final","lv","dk","",NA,NA
2011,"final","lv","rs","",NA,NA
2011,"final","lv","es","",NA,NA
2011,"final","lv","gb","",NA,NA
2011,"final","lv","se","",NA,NA
2011,"final","lv","de","",NA,NA
2011,"final","lt","de","",NA,NA
2011,"final","lt","se","",NA,NA
2011,"final","lt","fi","",NA,NA
2011,"final","lt","fr","",NA,NA
2011,"final","lt","hu","",NA,NA
2011,"final","lt","dk","",NA,NA
2011,"final","lt","at","",NA,NA
2011,"final","lt","si","",NA,NA
2011,"final","lt","az","",NA,NA
2011,"final","lt","ua","",NA,NA
2011,"final","lt","gb","",NA,NA
2011,"final","lt","ee","",NA,NA
2011,"final","lt","is","",NA,NA
2011,"final","lt","ru","",NA,NA
2011,"final","lt","ch","",NA,NA
2011,"final","lt","gr","",NA,NA
2011,"final","lt","de","",NA,NA
2011,"final","lt","es","",NA,NA
2011,"final","lt","ba","",NA,NA
2011,"final","lt","it","",NA,NA
2011,"final","lt","ie","",NA,NA
2011,"final","lt","ro","",NA,NA
2011,"final","lt","rs","",NA,NA
2011,"final","lt","md","",NA,NA
2011,"final","lt","ge","",NA,NA
2011,"final","mt","gr","",NA,NA
2011,"final","mt","ua","",NA,NA
2011,"final","mt","ee","",NA,NA
2011,"final","mt","si","",NA,NA
2011,"final","mt","gb","",NA,NA
2011,"final","mt","ba","",NA,NA
2011,"final","mt","ie","",NA,NA
2011,"final","mt","lt","",NA,NA
2011,"final","mt","se","",NA,NA
2011,"final","mt","rs","",NA,NA
2011,"final","mt","es","",NA,NA
2011,"final","mt","ro","",NA,NA
2011,"final","mt","hu","",NA,NA
2011,"final","mt","fr","",NA,NA
2011,"final","mt","de","",NA,NA
2011,"final","mt","az","",NA,NA
2011,"final","mt","md","",NA,NA
2011,"final","mt","ch","",NA,NA
2011,"final","mt","it","",NA,NA
2011,"final","mt","ge","",NA,NA
2011,"final","mt","dk","",NA,NA
2011,"final","mt","ru","",NA,NA
2011,"final","mt","fi","",NA,NA
2011,"final","mt","is","",NA,NA
2011,"final","mt","at","",NA,NA
2011,"final","md","ch","",NA,NA
2011,"final","md","az","",NA,NA
2011,"final","md","gb","",NA,NA
2011,"final","md","at","",NA,NA
2011,"final","md","si","",NA,NA
2011,"final","md","si","",NA,NA
2011,"final","md","gr","",NA,NA
2011,"final","md","es","",NA,NA
2011,"final","md","ee","",NA,NA
2011,"final","md","ba","",NA,NA
2011,"final","md","fi","",NA,NA
2011,"final","md","fr","",NA,NA
2011,"final","md","is","",NA,NA
2011,"final","md","ru","",NA,NA
2011,"final","md","lt","",NA,NA
2011,"final","md","dk","",NA,NA
2011,"final","md","se","",NA,NA
2011,"final","md","hu","",NA,NA
2011,"final","md","ge","",NA,NA
2011,"final","md","it","",NA,NA
2011,"final","md","ua","",NA,NA
2011,"final","md","de","",NA,NA
2011,"final","md","rs","",NA,NA
2011,"final","md","ro","",NA,NA
2011,"final","md","ie","",NA,NA
2011,"final","nl","fr","",NA,NA
2011,"final","nl","fi","",NA,NA
2011,"final","nl","dk","",NA,NA
2011,"final","nl","ru","",NA,NA
2011,"final","nl","is","",NA,NA
2011,"final","nl","ge","",NA,NA
2011,"final","nl","hu","",NA,NA
2011,"final","nl","ch","",NA,NA
2011,"final","nl","de","",NA,NA
2011,"final","nl","gr","",NA,NA
2011,"final","nl","se","",NA,NA
2011,"final","nl","ee","",NA,NA
2011,"final","nl","si","",NA,NA
2011,"final","nl","ba","",NA,NA
2011,"final","nl","es","",NA,NA
2011,"final","nl","ua","",NA,NA
2011,"final","nl","ie","",NA,NA
2011,"final","nl","az","",NA,NA
2011,"final","nl","gb","",NA,NA
2011,"final","nl","md","",NA,NA
2011,"final","nl","rs","",NA,NA
2011,"final","nl","it","",NA,NA
2011,"final","nl","lt","",NA,NA
2011,"final","nl","ro","",NA,NA
2011,"final","nl","at","",NA,NA
2011,"final","mk","se","",NA,NA
2011,"final","mk","dk","",NA,NA
2011,"final","mk","lt","",NA,NA
2011,"final","mk","de","",NA,NA
2011,"final","mk","rs","",NA,NA
2011,"final","mk","it","",NA,NA
2011,"final","mk","ge","",NA,NA
2011,"final","mk","fr","",NA,NA
2011,"final","mk","hu","",NA,NA
2011,"final","mk","ua","",NA,NA
2011,"final","mk","es","",NA,NA
2011,"final","mk","ee","",NA,NA
2011,"final","mk","gb","",NA,NA
2011,"final","mk","md","",NA,NA
2011,"final","mk","is","",NA,NA
2011,"final","mk","az","",NA,NA
2011,"final","mk","ba","",NA,NA
2011,"final","mk","at","",NA,NA
2011,"final","mk","ie","",NA,NA
2011,"final","mk","gr","",NA,NA
2011,"final","mk","ru","",NA,NA
2011,"final","mk","si","",NA,NA
2011,"final","mk","fi","",NA,NA
2011,"final","mk","ro","",NA,NA
2011,"final","mk","ch","",NA,NA
2011,"final","no","dk","",NA,NA
2011,"final","no","hu","",NA,NA
2011,"final","no","es","",NA,NA
2011,"final","no","gb","",NA,NA
2011,"final","no","ge","",NA,NA
2011,"final","no","rs","",NA,NA
2011,"final","no","de","",NA,NA
2011,"final","no","se","",NA,NA
2011,"final","no","gr","",NA,NA
2011,"final","no","ua","",NA,NA
2011,"final","no","ro","",NA,NA
2011,"final","no","fr","",NA,NA
2011,"final","no","ee","",NA,NA
2011,"final","no","md","",NA,NA
2011,"final","no","az","",NA,NA
2011,"final","no","lt","",NA,NA
2011,"final","no","ie","",NA,NA
2011,"final","no","ba","",NA,NA
2011,"final","no","ru","",NA,NA
2011,"final","no","si","",NA,NA
2011,"final","no","ch","",NA,NA
2011,"final","no","it","",NA,NA
2011,"final","no","is","",NA,NA
2011,"final","no","fi","",NA,NA
2011,"final","no","at","",NA,NA
2011,"final","pl","lt","",NA,NA
2011,"final","pl","ch","",NA,NA
2011,"final","pl","ro","",NA,NA
2011,"final","pl","fr","",NA,NA
2011,"final","pl","gb","",NA,NA
2011,"final","pl","ba","",NA,NA
2011,"final","pl","ee","",NA,NA
2011,"final","pl","dk","",NA,NA
2011,"final","pl","at","",NA,NA
2011,"final","pl","fi","",NA,NA
2011,"final","pl","is","",NA,NA
2011,"final","pl","se","",NA,NA
2011,"final","pl","hu","",NA,NA
2011,"final","pl","ru","",NA,NA
2011,"final","pl","si","",NA,NA
2011,"final","pl","it","",NA,NA
2011,"final","pl","de","",NA,NA
2011,"final","pl","ge","",NA,NA
2011,"final","pl","rs","",NA,NA
2011,"final","pl","es","",NA,NA
2011,"final","pl","az","",NA,NA
2011,"final","pl","md","",NA,NA
2011,"final","pl","ua","",NA,NA
2011,"final","pl","gr","",NA,NA
2011,"final","pl","ie","",NA,NA
2011,"final","pt","ro","",NA,NA
2011,"final","pt","rs","",NA,NA
2011,"final","pt","si","",NA,NA
2011,"final","pt","at","",NA,NA
2011,"final","pt","ua","",NA,NA
2011,"final","pt","is","",NA,NA
2011,"final","pt","md","",NA,NA
2011,"final","pt","dk","",NA,NA
2011,"final","pt","fr","",NA,NA
2011,"final","pt","ru","",NA,NA
2011,"final","pt","lt","",NA,NA
2011,"final","pt","gb","",NA,NA
2011,"final","pt","ch","",NA,NA
2011,"final","pt","az","",NA,NA
2011,"final","pt","ge","",NA,NA
2011,"final","pt","fi","",NA,NA
2011,"final","pt","hu","",NA,NA
2011,"final","pt","ba","",NA,NA
2011,"final","pt","se","",NA,NA
2011,"final","pt","it","",NA,NA
2011,"final","pt","gr","",NA,NA
2011,"final","pt","ie","",NA,NA
2011,"final","pt","ee","",NA,NA
2011,"final","pt","es","",NA,NA
2011,"final","pt","de","",NA,NA
2011,"final","ro","lt","",NA,NA
2011,"final","ro","ba","",NA,NA
2011,"final","ro","ee","",NA,NA
2011,"final","ro","ge","",NA,NA
2011,"final","ro","si","",NA,NA
2011,"final","ro","az","",NA,NA
2011,"final","ro","az","",NA,NA
2011,"final","ro","it","",NA,NA
2011,"final","ro","ua","",NA,NA
2011,"final","ro","fr","",NA,NA
2011,"final","ro","at","",NA,NA
2011,"final","ro","de","",NA,NA
2011,"final","ro","ch","",NA,NA
2011,"final","ro","ru","",NA,NA
2011,"final","ro","md","",NA,NA
2011,"final","ro","dk","",NA,NA
2011,"final","ro","fi","",NA,NA
2011,"final","ro","se","",NA,NA
2011,"final","ro","rs","",NA,NA
2011,"final","ro","is","",NA,NA
2011,"final","ro","ie","",NA,NA
2011,"final","ro","gb","",NA,NA
2011,"final","ro","hu","",NA,NA
2011,"final","ro","gr","",NA,NA
2011,"final","ro","es","",NA,NA
2011,"final","ru","de","",NA,NA
2011,"final","ru","es","",NA,NA
2011,"final","ru","ee","",NA,NA
2011,"final","ru","se","",NA,NA
2011,"final","ru","si","",NA,NA
2011,"final","ru","md","",NA,NA
2011,"final","ru","gr","",NA,NA
2011,"final","ru","at","",NA,NA
2011,"final","ru","gb","",NA,NA
2011,"final","ru","hu","",NA,NA
2011,"final","ru","it","",NA,NA
2011,"final","ru","it","",NA,NA
2011,"final","ru","ch","",NA,NA
2011,"final","ru","rs","",NA,NA
2011,"final","ru","ro","",NA,NA
2011,"final","ru","is","",NA,NA
2011,"final","ru","ua","",NA,NA
2011,"final","ru","ge","",NA,NA
2011,"final","ru","az","",NA,NA
2011,"final","ru","ie","",NA,NA
2011,"final","ru","fi","",NA,NA
2011,"final","ru","dk","",NA,NA
2011,"final","ru","lt","",NA,NA
2011,"final","ru","fr","",NA,NA
2011,"final","ru","ba","",NA,NA
2011,"final","sm","de","",NA,NA
2011,"final","sm","si","",NA,NA
2011,"final","sm","gb","",NA,NA
2011,"final","sm","ee","",NA,NA
2011,"final","sm","it","",NA,NA
2011,"final","sm","ba","",NA,NA
2011,"final","sm","at","",NA,NA
2011,"final","sm","ua","",NA,NA
2011,"final","sm","se","",NA,NA
2011,"final","sm","lt","",NA,NA
2011,"final","sm","az","",NA,NA
2011,"final","sm","is","",NA,NA
2011,"final","sm","gr","",NA,NA
2011,"final","sm","ru","",NA,NA
2011,"final","sm","dk","",NA,NA
2011,"final","sm","rs","",NA,NA
2011,"final","sm","fr","",NA,NA
2011,"final","sm","fi","",NA,NA
2011,"final","sm","ch","",NA,NA
2011,"final","sm","ge","",NA,NA
2011,"final","sm","md","",NA,NA
2011,"final","sm","es","",NA,NA
2011,"final","sm","ie","",NA,NA
2011,"final","sm","hu","",NA,NA
2011,"final","sm","ro","",NA,NA
2011,"final","rs","ee","",NA,NA
2011,"final","rs","dk","",NA,NA
2011,"final","rs","az","",NA,NA
2011,"final","rs","ch","",NA,NA
2011,"final","rs","ch","",NA,NA
2011,"final","rs","gb","",NA,NA
2011,"final","rs","fi","",NA,NA
2011,"final","rs","md","",NA,NA
2011,"final","rs","es","",NA,NA
2011,"final","rs","se","",NA,NA
2011,"final","rs","it","",NA,NA
2011,"final","rs","fr","",NA,NA
2011,"final","rs","ie","",NA,NA
2011,"final","rs","ru","",NA,NA
2011,"final","rs","at","",NA,NA
2011,"final","rs","ba","",NA,NA
2011,"final","rs","ua","",NA,NA
2011,"final","rs","ge","",NA,NA
2011,"final","rs","gr","",NA,NA
2011,"final","rs","is","",NA,NA
2011,"final","rs","de","",NA,NA
2011,"final","rs","si","",NA,NA
2011,"final","rs","lt","",NA,NA
2011,"final","rs","hu","",NA,NA
2011,"final","rs","ro","",NA,NA
2011,"final","sk","ch","",NA,NA
2011,"final","sk","gr","",NA,NA
2011,"final","sk","fr","",NA,NA
2011,"final","sk","az","",NA,NA
2011,"final","sk","it","",NA,NA
2011,"final","sk","ba","",NA,NA
2011,"final","sk","is","",NA,NA
2011,"final","sk","ru","",NA,NA
2011,"final","sk","dk","",NA,NA
2011,"final","sk","at","",NA,NA
2011,"final","sk","se","",NA,NA
2011,"final","sk","rs","",NA,NA
2011,"final","sk","hu","",NA,NA
2011,"final","sk","ro","",NA,NA
2011,"final","sk","gb","",NA,NA
2011,"final","sk","ua","",NA,NA
2011,"final","sk","md","",NA,NA
2011,"final","sk","lt","",NA,NA
2011,"final","sk","ge","",NA,NA
2011,"final","sk","ie","",NA,NA
2011,"final","sk","si","",NA,NA
2011,"final","sk","es","",NA,NA
2011,"final","sk","de","",NA,NA
2011,"final","sk","ee","",NA,NA
2011,"final","sk","fi","",NA,NA
2011,"final","si","ie","",NA,NA
2011,"final","si","fi","",NA,NA
2011,"final","si","fr","",NA,NA
2011,"final","si","at","",NA,NA
2011,"final","si","de","",NA,NA
2011,"final","si","ee","",NA,NA
2011,"final","si","it","",NA,NA
2011,"final","si","ge","",NA,NA
2011,"final","si","az","",NA,NA
2011,"final","si","ru","",NA,NA
2011,"final","si","gb","",NA,NA
2011,"final","si","gb","",NA,NA
2011,"final","si","gr","",NA,NA
2011,"final","si","ba","",NA,NA
2011,"final","si","rs","",NA,NA
2011,"final","si","ua","",NA,NA
2011,"final","si","es","",NA,NA
2011,"final","si","dk","",NA,NA
2011,"final","si","se","",NA,NA
2011,"final","si","md","",NA,NA
2011,"final","si","hu","",NA,NA
2011,"final","si","ch","",NA,NA
2011,"final","si","is","",NA,NA
2011,"final","si","ro","",NA,NA
2011,"final","si","lt","",NA,NA
2011,"final","es","ie","",NA,NA
2011,"final","es","md","",NA,NA
2011,"final","es","rs","",NA,NA
2011,"final","es","de","",NA,NA
2011,"final","es","ro","",NA,NA
2011,"final","es","ru","",NA,NA
2011,"final","es","it","",NA,NA
2011,"final","es","lt","",NA,NA
2011,"final","es","is","",NA,NA
2011,"final","es","hu","",NA,NA
2011,"final","es","si","",NA,NA
2011,"final","es","ua","",NA,NA
2011,"final","es","ee","",NA,NA
2011,"final","es","az","",NA,NA
2011,"final","es","se","",NA,NA
2011,"final","es","ge","",NA,NA
2011,"final","es","gb","",NA,NA
2011,"final","es","gb","",NA,NA
2011,"final","es","fi","",NA,NA
2011,"final","es","dk","",NA,NA
2011,"final","es","ch","",NA,NA
2011,"final","es","at","",NA,NA
2011,"final","es","fr","",NA,NA
2011,"final","es","gr","",NA,NA
2011,"final","es","ba","",NA,NA
2011,"final","se","hu","",NA,NA
2011,"final","se","at","",NA,NA
2011,"final","se","ba","",NA,NA
2011,"final","se","ie","",NA,NA
2011,"final","se","dk","",NA,NA
2011,"final","se","fr","",NA,NA
2011,"final","se","gb","",NA,NA
2011,"final","se","ru","",NA,NA
2011,"final","se","md","",NA,NA
2011,"final","se","it","",NA,NA
2011,"final","se","gr","",NA,NA
2011,"final","se","lt","",NA,NA
2011,"final","se","es","",NA,NA
2011,"final","se","si","",NA,NA
2011,"final","se","de","",NA,NA
2011,"final","se","ro","",NA,NA
2011,"final","se","ch","",NA,NA
2011,"final","se","ge","",NA,NA
2011,"final","se","az","",NA,NA
2011,"final","se","ua","",NA,NA
2011,"final","se","fi","",NA,NA
2011,"final","se","ee","",NA,NA
2011,"final","se","ee","",NA,NA
2011,"final","se","rs","",NA,NA
2011,"final","se","is","",NA,NA
2011,"final","ch","ba","",NA,NA
2011,"final","ch","gr","",NA,NA
2011,"final","ch","rs","",NA,NA
2011,"final","ch","az","",NA,NA
2011,"final","ch","at","",NA,NA
2011,"final","ch","ro","",NA,NA
2011,"final","ch","is","",NA,NA
2011,"final","ch","ua","",NA,NA
2011,"final","ch","fi","",NA,NA
2011,"final","ch","fr","",NA,NA
2011,"final","ch","de","",NA,NA
2011,"final","ch","ie","",NA,NA
2011,"final","ch","dk","",NA,NA
2011,"final","ch","es","",NA,NA
2011,"final","ch","ge","",NA,NA
2011,"final","ch","ge","",NA,NA
2011,"final","ch","si","",NA,NA
2011,"final","ch","it","",NA,NA
2011,"final","ch","gb","",NA,NA
2011,"final","ch","se","",NA,NA
2011,"final","ch","hu","",NA,NA
2011,"final","ch","ru","",NA,NA
2011,"final","ch","md","",NA,NA
2011,"final","ch","ee","",NA,NA
2011,"final","ch","lt","",NA,NA
2011,"final","tr","ee","",NA,NA
2011,"final","tr","es","",NA,NA
2011,"final","tr","ge","",NA,NA
2011,"final","tr","it","",NA,NA
2011,"final","tr","az","",NA,NA
2011,"final","tr","si","",NA,NA
2011,"final","tr","is","",NA,NA
2011,"final","tr","gr","",NA,NA
2011,"final","tr","lt","",NA,NA
2011,"final","tr","rs","",NA,NA
2011,"final","tr","se","",NA,NA
2011,"final","tr","de","",NA,NA
2011,"final","tr","ch","",NA,NA
2011,"final","tr","hu","",NA,NA
2011,"final","tr","fi","",NA,NA
2011,"final","tr","ba","",NA,NA
2011,"final","tr","ro","",NA,NA
2011,"final","tr","fr","",NA,NA
2011,"final","tr","ie","",NA,NA
2011,"final","tr","ua","",NA,NA
2011,"final","tr","gb","",NA,NA
2011,"final","tr","ru","",NA,NA
2011,"final","tr","at","",NA,NA
2011,"final","tr","dk","",NA,NA
2011,"final","tr","md","",NA,NA
2011,"final","ua","md","",NA,NA
2011,"final","ua","gb","",NA,NA
2011,"final","ua","es","",NA,NA
2011,"final","ua","es","",NA,NA
2011,"final","ua","ee","",NA,NA
2011,"final","ua","se","",NA,NA
2011,"final","ua","fi","",NA,NA
2011,"final","ua","ru","",NA,NA
2011,"final","ua","az","",NA,NA
2011,"final","ua","ch","",NA,NA
2011,"final","ua","de","",NA,NA
2011,"final","ua","ie","",NA,NA
2011,"final","ua","it","",NA,NA
2011,"final","ua","fr","",NA,NA
2011,"final","ua","dk","",NA,NA
2011,"final","ua","rs","",NA,NA
2011,"final","ua","ge","",NA,NA
2011,"final","ua","is","",NA,NA
2011,"final","ua","lt","",NA,NA
2011,"final","ua","at","",NA,NA
2011,"final","ua","ro","",NA,NA
2011,"final","ua","ba","",NA,NA
2011,"final","ua","si","",NA,NA
2011,"final","ua","gr","",NA,NA
2011,"final","ua","hu","",NA,NA
2011,"final","gb","ua","",NA,NA
2011,"final","gb","at","",NA,NA
2011,"final","gb","si","",NA,NA
2011,"final","gb","fr","",NA,NA
2011,"final","gb","lt","",NA,NA
2011,"final","gb","ro","",NA,NA
2011,"final","gb","ge","",NA,NA
2011,"final","gb","ie","",NA,NA
2011,"final","gb","it","",NA,NA
2011,"final","gb","de","",NA,NA
2011,"final","gb","es","",NA,NA
2011,"final","gb","hu","",NA,NA
2011,"final","gb","rs","",NA,NA
2011,"final","gb","az","",NA,NA
2011,"final","gb","fi","",NA,NA
2011,"final","gb","ch","",NA,NA
2011,"final","gb","ch","",NA,NA
2011,"final","gb","md","",NA,NA
2011,"final","gb","ba","",NA,NA
2011,"final","gb","gr","",NA,NA
2011,"final","gb","ee","",NA,NA
2011,"final","gb","ru","",NA,NA
2011,"final","gb","se","",NA,NA
2011,"final","gb","dk","",NA,NA
2011,"final","gb","is","",NA,NA
2011,"semi-final-1","al","dk","",NA,NA
2011,"semi-final-1","al","md","",NA,NA
2011,"semi-final-1","al","fr","",NA,NA
